"Rarity","Zone","Year","gm_median","gm_low","gm_high"
"Common","Core",2013,0.415134861774102,0.329707998594865,0.512200768579525
"Common","Core",2014,0.402708898870864,0.309186350292308,0.489099939506736
"Common","Core",2015,0.394575590084359,0.300418887214719,0.483151041475633
"Common","Core",2016,0.38724302505127,0.2950356972245,0.479718726234231
"Common","Core",2017,0.369324180911902,0.290299937545911,0.451461189517882
"Common","Core",2018,0.369594898061136,0.277107295118238,0.453363903794781
"Common","Core",2019,0.407173677104882,0.315107363317997,0.48947443640705
"Common","Core",2020,0.427560009186227,0.337008406725905,0.502308852058007
"Common","Core",2021,0.368938475313746,0.285109438471723,0.447732086336659
"Common","Core",2022,0.300993397552571,0.223951647669479,0.385264042063584
"Common","Core",2023,0.258082001589076,0.181064884389154,0.340232552673463
"Common","Buffer",2000,0.56633115123935,0.455223421603469,0.657100248165078
"Common","Buffer",2001,0.582507477403413,0.472257525127092,0.668762350300194
"Common","Buffer",2002,0.601938733944827,0.492669378430664,0.679491799665408
"Common","Buffer",2003,0.612588343398078,0.504277243612468,0.692040484674169
"Common","Buffer",2004,0.611086161911295,0.508658569447554,0.68375559709096
"Common","Buffer",2005,0.607143444835069,0.517414622489962,0.67433368384794
"Common","Buffer",2006,0.604678795042478,0.521995426115025,0.669672284806003
"Common","Buffer",2007,0.592486898277271,0.501124895863068,0.660318280248722
"Common","Buffer",2008,0.58110487766277,0.494206832030914,0.643896669376918
"Common","Buffer",2009,0.569630840670881,0.48582797653549,0.635694072348927
"Common","Buffer",2010,0.555604701530721,0.474860911022915,0.621067996363194
"Common","Buffer",2011,0.530716550453191,0.460142371429916,0.595484309103223
"Common","Buffer",2012,0.510367530906033,0.430173417658051,0.578009044338441
"Common","Buffer",2013,0.499839039656823,0.416155865898214,0.571843254000887
"Common","Buffer",2014,0.503238418671579,0.420697837142267,0.570225272632475
"Common","Buffer",2015,0.497723995555239,0.419365652757061,0.559577537816803
"Common","Buffer",2016,0.5072912246931,0.437689725847999,0.561301506323749
"Common","Buffer",2017,0.522265965811284,0.445298094310887,0.584478083883419
"Common","Buffer",2018,0.530268705319208,0.457313723182149,0.585279902783623
"Common","Buffer",2019,0.526094749885472,0.445173304154938,0.583527581776869
"Common","Buffer",2020,0.462147637074428,0.376898383491258,0.530544148861412
"Common","Buffer",2021,0.402582408221019,0.324773531273487,0.476863343086609
"Common","Buffer",2022,0.335805431767923,0.261436315337141,0.405136029217008
"Common","Buffer",2023,0.295241585374811,0.223688974316134,0.366585290589979
"Common","Outside",2000,0.503546108564408,0.407644330298444,0.598364257798385
"Common","Outside",2001,0.518853607631314,0.419853339028627,0.613503339118219
"Common","Outside",2002,0.540863810897696,0.436889421918908,0.626529249578051
"Common","Outside",2003,0.555830578697096,0.459332656370643,0.640207145357999
"Common","Outside",2004,0.568123919704987,0.486761348055171,0.647958887849431
"Common","Outside",2005,0.580360603653,0.486091363411108,0.651993484602789
"Common","Outside",2006,0.587118180914318,0.505704206426188,0.655547448260415
"Common","Outside",2007,0.585649774647128,0.516445412381939,0.650297067061095
"Common","Outside",2008,0.565072982746368,0.500613323351242,0.621662786171798
"Common","Outside",2009,0.534538680641892,0.472116463630785,0.592280052793339
"Common","Outside",2010,0.490921335052673,0.428091711053038,0.549543497318798
"Common","Outside",2011,0.475262918584025,0.410374268323232,0.53412880505865
"Common","Outside",2012,0.44558087659996,0.371164309984231,0.507629901689496
"Common","Outside",2013,0.425968402155238,0.356519341110332,0.482901860523607
"Common","Outside",2014,0.413049473509272,0.348514736674788,0.46993955851335
"Common","Outside",2015,0.415439143737305,0.353073795939212,0.470713477050756
"Common","Outside",2016,0.423231208504439,0.366665852172948,0.474228888505987
"Common","Outside",2017,0.409558197807105,0.349584338125643,0.466695453547994
"Common","Outside",2018,0.393328810324831,0.329064995842364,0.448492192972862
"Common","Outside",2019,0.380026514250172,0.311947310754518,0.442836629152465
"Common","Outside",2020,0.37169628047554,0.303724474344361,0.431373093728932
"Common","Outside",2021,0.336833894657917,0.262604684923935,0.400170971824039
"Common","Outside",2022,0.285470039217899,0.221523957608555,0.344679288152291
"Common","Outside",2023,0.254829619864828,0.193868892554014,0.320435561524707
